Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Season (season),Area (area),Area Unit (area_unit),Production (production),Production Unit (production_unit),Yield (yield),Yield Unit (yield_unit)
"2022-2023","Tripura","16","Gomati","654","Urad","203.0","Pulses","Kharif",431,"Hectare",328,"Tonnes",0.761,"Tonnes/Hectare"
"2022-2023","Tripura","16","Gomati","654","Urad","203.0","Pulses","Rabi",731,"Hectare",555,"Tonnes",0.759,"Tonnes/Hectare"
"2022-2023","Tripura","16","Gomati","654","Urad","203.0","Pulses","Total",1162,"Hectare",883,"Tonnes",0.76,"Tonnes/Hectare"
"2022-2023","Tripura","16","Gomati","654","Wheat","106.0","Cereals","Rabi",4,"Hectare",8,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Arhar/Tur","202.0","Pulses","Kharif",445,"Hectare",337,"Tonnes",0.757,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Cotton(Lint)","1101.0","Fiber Crops","Kharif",44,"Hectare",65,"Tonnes",1.477,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Cowpea(Lobia)","288.0","Pulses","Kharif",364,"Hectare",281,"Tonnes",0.772,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Gram","201.0","Pulses","Rabi",15,"Hectare",9,"Tonnes",0.6,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Groundnut","1001.0","Oilseeds","Kharif",101,"Hectare",156,"Tonnes",1.545,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Groundnut","1001.0","Oilseeds","Rabi",40,"Hectare",62,"Tonnes",1.55,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Groundnut","1001.0","Oilseeds","Total",141,"Hectare",218,"Tonnes",1.546,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Jute","1102.0","Fiber Crops","Kharif",34,"Hectare",317,"Tonnes",9.324,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Khesari","521.0","Spices","Rabi",2,"Hectare",2,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Maize","104.0","Cereals","Kharif",974,"Hectare",1860,"Tonnes",1.91,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Maize","104.0","Cereals","Rabi",227,"Hectare",779,"Tonnes",3.432,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Maize","104.0","Cereals","Total",1201,"Hectare",2639,"Tonnes",2.197,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Masoor","205.0","Pulses","Rabi",46,"Hectare",36,"Tonnes",0.783,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Mesta","1103.0","Fiber Crops","Kharif",36,"Hectare",322,"Tonnes",8.944,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Moong(Green Gram)","204.0","Pulses","Kharif",112,"Hectare",75,"Tonnes",0.67,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Moong(Green Gram)","204.0","Pulses","Rabi",65,"Hectare",55,"Tonnes",0.846,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Moong(Green Gram)","204.0","Pulses","Total",177,"Hectare",130,"Tonnes",0.734,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Other Rabi Pulses","288.0","Pulses","Rabi",102,"Hectare",78,"Tonnes",0.765,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Peas & Beans (Pulses)","213.0","Pulses","Rabi",446,"Hectare",461,"Tonnes",1.034,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",711,"Hectare",576,"Tonnes",0.81,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rice","101.0","Cereals","Autumn",850,"Hectare",2420,"Tonnes",2.847,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rice","101.0","Cereals","Kharif",1224,"Hectare",1404,"Tonnes",1.147,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rice","101.0","Cereals","Summer",5741,"Hectare",19419,"Tonnes",3.383,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rice","101.0","Cereals","Total",23304,"Hectare",74492,"Tonnes",3.197,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Rice","101.0","Cereals","Winter",15489,"Hectare",51249,"Tonnes",3.309,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Sesamum","1003.0","Oilseeds","Kharif",574,"Hectare",383,"Tonnes",0.667,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Small Millets","108.0","Cereals","Kharif",138,"Hectare",136,"Tonnes",0.986,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Sugarcane","401.0","Sugar","Whole Year",107,"Hectare",5914,"Tonnes",55.271,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Urad","203.0","Pulses","Kharif",261,"Hectare",205,"Tonnes",0.785,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Urad","203.0","Pulses","Rabi",297,"Hectare",233,"Tonnes",0.785,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Urad","203.0","Pulses","Total",558,"Hectare",438,"Tonnes",0.785,"Tonnes/Hectare"
"2022-2023","Tripura","16","Khowai","652","Wheat","106.0","Cereals","Rabi",2,"Hectare",4,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Arhar/Tur","202.0","Pulses","Kharif",535,"Hectare",392,"Tonnes",0.733,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Cotton(Lint)","1101.0","Fiber Crops","Kharif",100,"Hectare",138,"Tonnes",1.38,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Cowpea(Lobia)","288.0","Pulses","Kharif",260,"Hectare",206,"Tonnes",0.792,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Jute","1102.0","Fiber Crops","Kharif",37,"Hectare",324,"Tonnes",8.757,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Maize","104.0","Cereals","Kharif",1568,"Hectare",2798,"Tonnes",1.784,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Maize","104.0","Cereals","Rabi",91,"Hectare",310,"Tonnes",3.407,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Maize","104.0","Cereals","Total",1659,"Hectare",3108,"Tonnes",1.873,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Masoor","205.0","Pulses","Rabi",12,"Hectare",10,"Tonnes",0.833,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Mesta","1103.0","Fiber Crops","Kharif",3,"Hectare",29,"Tonnes",9.667,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Moong(Green Gram)","204.0","Pulses","Kharif",8,"Hectare",5,"Tonnes",0.625,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Moong(Green Gram)","204.0","Pulses","Rabi",24,"Hectare",22,"Tonnes",0.917,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Moong(Green Gram)","204.0","Pulses","Total",32,"Hectare",27,"Tonnes",0.844,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Other Rabi Pulses","288.0","Pulses","Rabi",64,"Hectare",58,"Tonnes",0.906,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Peas & Beans (Pulses)","213.0","Pulses","Rabi",112,"Hectare",94,"Tonnes",0.839,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",971,"Hectare",830,"Tonnes",0.855,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Rice","101.0","Cereals","Autumn",6344,"Hectare",19219,"Tonnes",3.029,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Rice","101.0","Cereals","Kharif",2974,"Hectare",3466,"Tonnes",1.165,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Rice","101.0","Cereals","Total",24764,"Hectare",74284,"Tonnes",3,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Rice","101.0","Cereals","Winter",15446,"Hectare",51599,"Tonnes",3.341,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Sesamum","1003.0","Oilseeds","Kharif",720,"Hectare",465,"Tonnes",0.646,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Small Millets","108.0","Cereals","Kharif",93,"Hectare",88,"Tonnes",0.946,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Sugarcane","401.0","Sugar","Whole Year",31,"Hectare",1744,"Tonnes",56.258,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Urad","203.0","Pulses","Kharif",268,"Hectare",195,"Tonnes",0.728,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Urad","203.0","Pulses","Rabi",55,"Hectare",40,"Tonnes",0.727,"Tonnes/Hectare"
"2022-2023","Tripura","16","North Tripura","270","Urad","203.0","Pulses","Total",323,"Hectare",235,"Tonnes",0.728,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Arhar/Tur","202.0","Pulses","Kharif",126,"Hectare",98,"Tonnes",0.778,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Cotton(Lint)","1101.0","Fiber Crops","Kharif",3,"Hectare",4,"Tonnes",1.333,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Cowpea(Lobia)","288.0","Pulses","Kharif",238,"Hectare",197,"Tonnes",0.828,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Gram","201.0","Pulses","Rabi",6,"Hectare",4,"Tonnes",0.667,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Groundnut","1001.0","Oilseeds","Kharif",9,"Hectare",13,"Tonnes",1.444,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Groundnut","1001.0","Oilseeds","Rabi",25,"Hectare",39,"Tonnes",1.56,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Groundnut","1001.0","Oilseeds","Total",34,"Hectare",52,"Tonnes",1.529,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Jute","1102.0","Fiber Crops","Kharif",18,"Hectare",159,"Tonnes",8.833,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Khesari","521.0","Spices","Rabi",2,"Hectare",2,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Maize","104.0","Cereals","Kharif",694,"Hectare",1475,"Tonnes",2.125,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Maize","104.0","Cereals","Rabi",311,"Hectare",1222,"Tonnes",3.929,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Maize","104.0","Cereals","Total",1005,"Hectare",2697,"Tonnes",2.684,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Masoor","205.0","Pulses","Rabi",86,"Hectare",68,"Tonnes",0.791,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Mesta","1103.0","Fiber Crops","Kharif",10,"Hectare",68,"Tonnes",6.8,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Moong(Green Gram)","204.0","Pulses","Kharif",11,"Hectare",8,"Tonnes",0.727,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Moong(Green Gram)","204.0","Pulses","Rabi",75,"Hectare",63,"Tonnes",0.84,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Groundnut","1001.0","Oilseeds","Kharif",112,"Hectare",167,"Tonnes",1.491,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Moong(Green Gram)","204.0","Pulses","Total",86,"Hectare",71,"Tonnes",0.826,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Other Rabi Pulses","288.0","Pulses","Rabi",114,"Hectare",104,"Tonnes",0.912,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Peas & Beans (Pulses)","213.0","Pulses","Rabi",424,"Hectare",411,"Tonnes",0.969,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",702,"Hectare",575,"Tonnes",0.819,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rice","101.0","Cereals","Autumn",619,"Hectare",1645,"Tonnes",2.658,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rice","101.0","Cereals","Kharif",417,"Hectare",427,"Tonnes",1.024,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rice","101.0","Cereals","Summer",18502,"Hectare",63567,"Tonnes",3.436,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rice","101.0","Cereals","Total",45632,"Hectare",158797,"Tonnes",3.48,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Rice","101.0","Cereals","Winter",26094,"Hectare",93158,"Tonnes",3.57,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Sesamum","1003.0","Oilseeds","Kharif",306,"Hectare",212,"Tonnes",0.693,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Small Millets","108.0","Cereals","Kharif",20,"Hectare",20,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Sugarcane","401.0","Sugar","Whole Year",87,"Hectare",5498,"Tonnes",63.195,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Urad","203.0","Pulses","Kharif",210,"Hectare",182,"Tonnes",0.867,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Urad","203.0","Pulses","Rabi",270,"Hectare",206,"Tonnes",0.763,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Urad","203.0","Pulses","Total",480,"Hectare",388,"Tonnes",0.808,"Tonnes/Hectare"
"2022-2023","Tripura","16","Sepahijala","653","Wheat","106.0","Cereals","Rabi",7,"Hectare",15,"Tonnes",2.143,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Arhar/Tur","202.0","Pulses","Kharif",462,"Hectare",359,"Tonnes",0.777,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Cotton(Lint)","1101.0","Fiber Crops","Kharif",46,"Hectare",65,"Tonnes",1.413,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Cowpea(Lobia)","288.0","Pulses","Kharif",357,"Hectare",294,"Tonnes",0.824,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Groundnut","1001.0","Oilseeds","Rabi",200,"Hectare",316,"Tonnes",1.58,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Groundnut","1001.0","Oilseeds","Total",312,"Hectare",483,"Tonnes",1.548,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Jute","1102.0","Fiber Crops","Kharif",85,"Hectare",693,"Tonnes",8.153,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Khesari","521.0","Spices","Rabi",5,"Hectare",5,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Maize","104.0","Cereals","Kharif",1464,"Hectare",3116,"Tonnes",2.128,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Maize","104.0","Cereals","Rabi",375,"Hectare",1266,"Tonnes",3.376,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Maize","104.0","Cereals","Total",1839,"Hectare",4382,"Tonnes",2.383,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Masoor","205.0","Pulses","Rabi",227,"Hectare",170,"Tonnes",0.749,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Mesta","1103.0","Fiber Crops","Kharif",40,"Hectare",298,"Tonnes",7.45,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Moong(Green Gram)","204.0","Pulses","Kharif",244,"Hectare",162,"Tonnes",0.664,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Moong(Green Gram)","204.0","Pulses","Rabi",233,"Hectare",191,"Tonnes",0.82,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Moong(Green Gram)","204.0","Pulses","Total",477,"Hectare",353,"Tonnes",0.74,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Other Rabi Pulses","288.0","Pulses","Rabi",112,"Hectare",96,"Tonnes",0.857,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Peas & Beans (Pulses)","213.0","Pulses","Rabi",683,"Hectare",662,"Tonnes",0.969,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",920,"Hectare",797,"Tonnes",0.866,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rice","101.0","Cereals","Autumn",1001,"Hectare",2805,"Tonnes",2.802,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rice","101.0","Cereals","Kharif",954,"Hectare",998,"Tonnes",1.046,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rice","101.0","Cereals","Summer",12873,"Hectare",42460,"Tonnes",3.298,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rice","101.0","Cereals","Total",38999,"Hectare",131843,"Tonnes",3.381,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Rice","101.0","Cereals","Winter",24171,"Hectare",85580,"Tonnes",3.541,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Sesamum","1003.0","Oilseeds","Kharif",639,"Hectare",519,"Tonnes",0.812,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Small Millets","108.0","Cereals","Kharif",153,"Hectare",147,"Tonnes",0.961,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Sugarcane","401.0","Sugar","Whole Year",191,"Hectare",9813,"Tonnes",51.377,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Urad","203.0","Pulses","Kharif",629,"Hectare",524,"Tonnes",0.833,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Urad","203.0","Pulses","Rabi",702,"Hectare",550,"Tonnes",0.783,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Urad","203.0","Pulses","Total",1331,"Hectare",1074,"Tonnes",0.807,"Tonnes/Hectare"
"2022-2023","Tripura","16","South Tripura","271","Wheat","106.0","Cereals","Rabi",1,"Hectare",2,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Arhar/Tur","202.0","Pulses","Kharif",293,"Hectare",228,"Tonnes",0.778,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Cotton(Lint)","1101.0","Fiber Crops","Kharif",27,"Hectare",44,"Tonnes",1.63,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Cowpea(Lobia)","288.0","Pulses","Kharif",392,"Hectare",328,"Tonnes",0.837,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Gram","201.0","Pulses","Rabi",26,"Hectare",16,"Tonnes",0.615,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Groundnut","1001.0","Oilseeds","Kharif",43,"Hectare",65,"Tonnes",1.512,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Groundnut","1001.0","Oilseeds","Rabi",70,"Hectare",97,"Tonnes",1.386,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Groundnut","1001.0","Oilseeds","Total",113,"Hectare",162,"Tonnes",1.434,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Jute","1102.0","Fiber Crops","Kharif",40,"Hectare",335,"Tonnes",8.375,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Khesari","521.0","Spices","Rabi",4,"Hectare",4,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Maize","104.0","Cereals","Kharif",553,"Hectare",1090,"Tonnes",1.971,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Maize","104.0","Cereals","Rabi",295,"Hectare",1095,"Tonnes",3.712,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Maize","104.0","Cereals","Total",848,"Hectare",2185,"Tonnes",2.577,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Masoor","205.0","Pulses","Rabi",138,"Hectare",119,"Tonnes",0.862,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Mesta","1103.0","Fiber Crops","Kharif",6,"Hectare",53,"Tonnes",8.833,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Moong(Green Gram)","204.0","Pulses","Kharif",110,"Hectare",73,"Tonnes",0.664,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Moong(Green Gram)","204.0","Pulses","Rabi",176,"Hectare",149,"Tonnes",0.847,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Moong(Green Gram)","204.0","Pulses","Total",286,"Hectare",222,"Tonnes",0.776,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Other Rabi Pulses","288.0","Pulses","Rabi",189,"Hectare",182,"Tonnes",0.963,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Peas & Beans (Pulses)","213.0","Pulses","Rabi",300,"Hectare",233,"Tonnes",0.777,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",571,"Hectare",488,"Tonnes",0.855,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rice","101.0","Cereals","Autumn",4190,"Hectare",13226,"Tonnes",3.157,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rice","101.0","Cereals","Kharif",1250,"Hectare",1300,"Tonnes",1.04,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rice","101.0","Cereals","Summer",755,"Hectare",2633,"Tonnes",3.487,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rice","101.0","Cereals","Total",19701,"Hectare",62657,"Tonnes",3.18,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Rice","101.0","Cereals","Winter",13506,"Hectare",45498,"Tonnes",3.369,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Sesamum","1003.0","Oilseeds","Kharif",264,"Hectare",180,"Tonnes",0.682,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Small Millets","108.0","Cereals","Kharif",16,"Hectare",16,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Sugarcane","401.0","Sugar","Whole Year",63,"Hectare",3813,"Tonnes",60.524,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Urad","203.0","Pulses","Kharif",278,"Hectare",206,"Tonnes",0.741,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Urad","203.0","Pulses","Rabi",156,"Hectare",115,"Tonnes",0.737,"Tonnes/Hectare"
"2022-2023","Tripura","16","Unakoti","655","Urad","203.0","Pulses","Total",434,"Hectare",321,"Tonnes",0.74,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Arhar/Tur","202.0","Pulses","Kharif",344,"Hectare",281,"Tonnes",0.817,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Cowpea(Lobia)","288.0","Pulses","Kharif",206,"Hectare",156,"Tonnes",0.757,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Gram","201.0","Pulses","Rabi",5,"Hectare",5,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Groundnut","1001.0","Oilseeds","Rabi",145,"Hectare",235,"Tonnes",1.621,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Jute","1102.0","Fiber Crops","Kharif",7,"Hectare",74,"Tonnes",10.571,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Maize","104.0","Cereals","Kharif",1225,"Hectare",2240,"Tonnes",1.829,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Maize","104.0","Cereals","Rabi",517,"Hectare",1782,"Tonnes",3.447,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Maize","104.0","Cereals","Total",1742,"Hectare",4022,"Tonnes",2.309,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Masoor","205.0","Pulses","Rabi",15,"Hectare",12,"Tonnes",0.8,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Mesta","1103.0","Fiber Crops","Kharif",5,"Hectare",42,"Tonnes",8.4,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Moong(Green Gram)","204.0","Pulses","Rabi",160,"Hectare",139,"Tonnes",0.869,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Other Rabi Pulses","288.0","Pulses","Rabi",6,"Hectare",5,"Tonnes",0.833,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Peas & Beans (Pulses)","213.0","Pulses","Rabi",230,"Hectare",217,"Tonnes",0.943,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",695,"Hectare",658,"Tonnes",0.947,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rice","101.0","Cereals","Autumn",38,"Hectare",102,"Tonnes",2.684,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rice","101.0","Cereals","Kharif",176,"Hectare",192,"Tonnes",1.091,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rice","101.0","Cereals","Summer",7996,"Hectare",28036,"Tonnes",3.506,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rice","101.0","Cereals","Total",23196,"Hectare",79725,"Tonnes",3.437,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Rice","101.0","Cereals","Winter",14986,"Hectare",51395,"Tonnes",3.43,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Sesamum","1003.0","Oilseeds","Kharif",264,"Hectare",231,"Tonnes",0.875,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Small Millets","108.0","Cereals","Kharif",48,"Hectare",48,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Sugarcane","401.0","Sugar","Whole Year",23,"Hectare",1421,"Tonnes",61.783,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Urad","203.0","Pulses","Kharif",149,"Hectare",114,"Tonnes",0.765,"Tonnes/Hectare"
"2022-2023","Tripura","16","West Tripura","272","Urad","203.0","Pulses","Rabi",427,"Hectare",331,"Tonnes",0.775,"Tonnes/Hectare"
